RowID ^ StrongsSequence ^ Count
846 ^ G1537-G1727 ^ 1
847 ^ G1537-G2052 ^ 1
848 ^ G1537-G3077 ^ 1
849 ^ G1537-G3739 ^ 2
850 ^ G1537-G3772 ^ 1
851 ^ G1537-G386 ^ 2
852 ^ G1537-G4053 ^ 1
853 ^ G1537-G4102 ^ 1
854 ^ G1537-G5127 ^ 1
855 ^ G1537-G5216 ^ 1
856 ^ G1537-G5590 ^ 1
857 ^ G1537-G744-G1074 ^ 1
858 ^ G1537-G846 ^ 4
859 ^ G1538 ^ 74
860 ^ G1538-G1520 ^ 3
861 ^ G1538-G1722-G5026 ^ 1
862 ^ G1539 ^ 1
863 ^ G154 ^ 69
864 ^ G154-G302 ^ 2
865 ^ G1540 ^ 8
866 ^ G1540-G1161 ^ 2
867 ^ G1540-G1501 ^ 1
868 ^ G1540-G4004-G5140 ^ 1
869 ^ G1540-G5062-G5064 ^ 1
870 ^ G1540-G5062-G5064-G5505 ^ 3
871 ^ G1541 ^ 1
872 ^ G1542 ^ 3
873 ^ G1543 ^ 20
874 ^ G1544 ^ 72
875 ^ G1544-G2248 ^ 2
876 ^ G1544-G537 ^ 1
877 ^ G1544-G846 ^ 7
878 ^ G1545 ^ 2
879 ^ G1547 ^ 4
880 ^ G1547-G3361 ^ 1
881 ^ G1548 ^ 2
882 ^ G1549 ^ 1
883 ^ G155 ^ 2
884 ^ G1550 ^ 1
885 ^ G1551 ^ 8
886 ^ G1552 ^ 1
887 ^ G1553 ^ 3
888 ^ G1554 ^ 1
889 ^ G1554-G846 ^ 3
890 ^ G1555 ^ 2
891 ^ G1556 ^ 6
892 ^ G1557 ^ 6
893 ^ G1558 ^ 2
894 ^ G1559 ^ 2
895 ^ G156 ^ 17
896 ^ G1560 ^ 1
897 ^ G1561 ^ 1
898 ^ G1562 ^ 6
899 ^ G1563 ^ 97
900 ^ G1564 ^ 27
901 ^ G1565 ^ 247
902 ^ G1566 ^ 2
903 ^ G1567 ^ 5
904 ^ G1567-G302 ^ 1
905 ^ G1567-G846 ^ 1
906 ^ G1568 ^ 4
907 ^ G1569 ^ 1
908 ^ G157 ^ 1
909 ^ G1571 ^ 2
910 ^ G1572 ^ 1
911 ^ G1573 ^ 5
912 ^ G1573-G3361 ^ 1
913 ^ G1574 ^ 2
914 ^ G1575 ^ 3
915 ^ G1576 ^ 2
916 ^ G1577 ^ 113
917 ^ G1578 ^ 2
918 ^ G1578-G575 ^ 1
919 ^ G1579 ^ 1
920 ^ G158 ^ 4
921 ^ G1580 ^ 1
922 ^ G1581 ^ 7
923 ^ G1581-G846 ^ 4
924 ^ G1582 ^ 1
925 ^ G1583 ^ 1
926 ^ G1584 ^ 1
927 ^ G1585 ^ 1
928 ^ G1586 ^ 21
929 ^ G1587 ^ 3
930 ^ G1588 ^ 20
931 ^ G1589 ^ 7
932 ^ G159 ^ 1
933 ^ G1590 ^ 5
934 ^ G1591 ^ 5
935 ^ G1592 ^ 2
936 ^ G1593 ^ 1
937 ^ G1594 ^ 1
938 ^ G1596 ^ 2
939 ^ G1597 ^ 2
940 ^ G1598 ^ 4
941 ^ G1599 ^ 1
942 ^ G1599-G5037 ^ 1
943 ^ G16 ^ 1
944 ^ G160 ^ 2
945 ^ G1600 ^ 1
946 ^ G1601 ^ 13
947 ^ G1602 ^ 3
948 ^ G1603 ^ 1
949 ^ G1604 ^ 1
950 ^ G1605 ^ 13
951 ^ G1606 ^ 3
952 ^ G1607 ^ 33
953 ^ G1607-G3756 ^ 1
954 ^ G1608 ^ 1
955 ^ G1609 ^ 1
956 ^ G161 ^ 2
957 ^ G1610 ^ 4
958 ^ G1611 ^ 6
959 ^ G1611-G2983-G537 ^ 1
960 ^ G1612 ^ 1
961 ^ G1613 ^ 1
962 ^ G1614 ^ 16
963 ^ G1615 ^ 2
964 ^ G1617 ^ 1
965 ^ G1618 ^ 2
966 ^ G1619 ^ 1
967 ^ G162 ^ 1
968 ^ G162-G161 ^ 1
969 ^ G1620 ^ 4
970 ^ G1621 ^ 4
971 ^ G1622 ^ 6
972 ^ G1622-G1508 ^ 3
973 ^ G1623 ^ 14
974 ^ G1624 ^ 5
975 ^ G1625 ^ 1
976 ^ G1625-G846 ^ 1
977 ^ G1626 ^ 1
978 ^ G1627 ^ 5
979 ^ G1627-G4571 ^ 1
980 ^ G1627-G5100 ^ 1
981 ^ G1628 ^ 7
982 ^ G1629 ^ 1
983 ^ G163 ^ 2
984 ^ G163-G3165 ^ 1
985 ^ G1630 ^ 1
986 ^ G1631 ^ 2
987 ^ G1632 ^ 28
988 ^ G1633 ^ 1
989 ^ G1634 ^ 3
990 ^ G1635 ^ 2
991 ^ G1636 ^ 15
992 ^ G1637 ^ 11
993 ^ G1638 ^ 1
994 ^ G1639 ^ 1
995 ^ G164 ^ 1
996 ^ G1640 ^ 4
997 ^ G1641-G3756 ^ 1
998 ^ G1642 ^ 2
999 ^ G1642-G1024-G5100 ^ 1
1000 ^ G1643 ^ 5
1001 ^ G1644 ^ 1
1002 ^ G1645 ^ 2
1003 ^ G1646 ^ 12
1004 ^ G1647 ^ 1
1005 ^ G1648 ^ 2
1006 ^ G165 ^ 38
1007 ^ G165-G165 ^ 1
1008 ^ G1650 ^ 2
1009 ^ G1651 ^ 16
1010 ^ G1651-G846 ^ 1
1011 ^ G1652 ^ 2
1012 ^ G1653 ^ 30
1013 ^ G1653-G3756 ^ 1
1014 ^ G1654 ^ 14
1015 ^ G1655 ^ 2
1016 ^ G1656 ^ 26
1017 ^ G1657 ^ 11
1018 ^ G1658 ^ 23
1019 ^ G1659 ^ 3
1020 ^ G1659-G2248 ^ 1
1021 ^ G1659-G3165 ^ 1
1022 ^ G1659-G5209 ^ 2
1023 ^ G166 ^ 68
1024 ^ G166-G5550 ^ 1
1025 ^ G1660 ^ 1
1026 ^ G1661 ^ 1
1027 ^ G1662 ^ 3
1028 ^ G1663 ^ 1
1029 ^ G1664 ^ 2
1030 ^ G1665 ^ 9
1031 ^ G1666 ^ 1
1032 ^ G1667-G846 ^ 1
1033 ^ G1668 ^ 3
1034 ^ G1669 ^ 1
1035 ^ G167 ^ 10
1036 ^ G1670 ^ 8
1037 ^ G1671 ^ 1
1038 ^ G1672 ^ 27
1039 ^ G1673 ^ 2
1040 ^ G1674 ^ 2
1041 ^ G1675 ^ 3
1042 ^ G1676 ^ 1
1043 ^ G1677 ^ 1
1044 ^ G1677-G5124-G1698 ^ 1
1045 ^ G1678 ^ 1
1046 ^ G1679 ^ 31
1047 ^ G168 ^ 1
1048 ^ G1680 ^ 54
1049 ^ G1681 ^ 1
1050 ^ G1682 ^ 2
1051 ^ G1683 ^ 35
1052 ^ G1684 ^ 17
1053 ^ G1684-G1519-G4143 ^ 1
1054 ^ G1685 ^ 1
1055 ^ G1686 ^ 3
1056 ^ G1687 ^ 1
1057 ^ G1688 ^ 1
1058 ^ G1689 ^ 11
1059 ^ G1689-G1519 ^ 1
1060 ^ G169 ^ 30
1061 ^ G1690 ^ 5
1062 ^ G1691 ^ 85
1063 ^ G1692 ^ 1
1064 ^ G1693-G4057 ^ 1
1065 ^ G1694 ^ 1
1066 ^ G1695 ^ 1
1067 ^ G1696 ^ 3
1068 ^ G1697 ^ 1
1069 ^ G1698 ^ 91
1070 ^ G1698-G1722 ^ 2
1071 ^ G1699 ^ 75
1072 ^ G1699-G1487 ^ 1
1073 ^ G17 ^ 1
1074 ^ G170 ^ 1
1075 ^ G1700 ^ 100
1076 ^ G1701 ^ 1
1077 ^ G1702 ^ 13
1078 ^ G1703 ^ 2
1079 ^ G1704 ^ 1
1080 ^ G1705 ^ 5
1081 ^ G1706 ^ 7
1082 ^ G1707 ^ 2
1083 ^ G1708 ^ 1
1084 ^ G1709 ^ 1
1085 ^ G171 ^ 1
1086 ^ G1710 ^ 2
1087 ^ G1711 ^ 1
1088 ^ G1712 ^ 1
1089 ^ G1713 ^ 5
1090 ^ G1714 ^ 1
1091 ^ G1715 ^ 46
1092 ^ G1715-G4675 ^ 2
1093 ^ G1716 ^ 6
1094 ^ G1717 ^ 1
1095 ^ G1718 ^ 10
1096 ^ G1719 ^ 4
1097 ^ G172 ^ 2
1098 ^ G1720 ^ 1
1099 ^ G1721 ^ 1
1100 ^ G1722 ^ 2546
1101 ^ G1722-G1121 ^ 1
1102 ^ G1722-G1290 ^ 1
1103 ^ G1722-G135 ^ 1
1104 ^ G1722-G1391 ^ 3
1105 ^ G1722-G1411 ^ 1
1106 ^ G1722-G1616 ^ 1
1107 ^ G1722-G1741-G2441 ^ 1
1108 ^ G1722-G203 ^ 2
1109 ^ G1722-G2087 ^ 1
1110 ^ G1722-G240 ^ 1
1111 ^ G1722-G2479 ^ 1
1112 ^ G1722-G2517 ^ 1
1113 ^ G1722-G2724 ^ 1
1114 ^ G1722-G2927 ^ 1
1115 ^ G1722-G3319 ^ 6
1116 ^ G1722-G3588 ^ 1
1117 ^ G1722-G3641 ^ 2
1118 ^ G1722-G3739 ^ 46
1119 ^ G1722-G3739-G1161 ^ 1
1120 ^ G1722-G3739-G1924 ^ 1
1121 ^ G1722-G3739-G302 ^ 1
1122 ^ G1722-G3938 ^ 1
1123 ^ G1722-G3954 ^ 3
1124 ^ G1722-G3956 ^ 1
1125 ^ G1722-G3956-G2540 ^ 1
1126 ^ G1722-G4183 ^ 1
1127 ^ G1722-G4413 ^ 1
1128 ^ G1722-G5034 ^ 7
1129 ^ G1722-G5101 ^ 3
1130 ^ G1722-G5129 ^ 17
1131 ^ G1722-G5213 ^ 1
1132 ^ G1722-G5280 ^ 1
1133 ^ G1722-G5318 ^ 5
1134 ^ G1722-G5547 ^ 1
1135 ^ G1722-G766-G391 ^ 1
1136 ^ G1722-G846 ^ 26
1137 ^ G1722-G877 ^ 2
1138 ^ G1722-G922 ^ 1
1139 ^ G1723-G846 ^ 2
1140 ^ G1724 ^ 1
1141 ^ G1725 ^ 1
1142 ^ G1726 ^ 5
1143 ^ G1727 ^ 7
1144 ^ G1728 ^ 2
1145 ^ G1729 ^ 1
1146 ^ G173 ^ 13
1147 ^ G173-G3778 ^ 1
1148 ^ G1730 ^ 1
1149 ^ G1731 ^ 11
1150 ^ G1732 ^ 3
1151 ^ G1733 ^ 6
1152 ^ G1734 ^ 3
1153 ^ G1735-G3756 ^ 1
1154 ^ G1736 ^ 3
1155 ^ G1737 ^ 2
1156 ^ G1738 ^ 2
1157 ^ G1739 ^ 1
1158 ^ G174 ^ 2
1159 ^ G1740 ^ 2
1160 ^ G1741 ^ 3
1161 ^ G1742 ^ 8
1162 ^ G1743 ^ 7
1163 ^ G1743-G3123 ^ 1
1164 ^ G1744 ^ 1
1165 ^ G1745 ^ 1
1166 ^ G1746 ^ 25
1167 ^ G1746-G2398-G2440 ^ 1
1168 ^ G1746-G3756 ^ 1
1169 ^ G1746-G846 ^ 1
1170 ^ G1748 ^ 2
1171 ^ G1749 ^ 1
1172 ^ G175 ^ 7
1173 ^ G1750 ^ 1
1174 ^ G1751 ^ 1
1175 ^ G1752 ^ 5
1176 ^ G1752-G1343 ^ 1
1177 ^ G1752-G1700 ^ 8
1178 ^ G1752-G3450-G3686 ^ 2
1179 ^ G1752-G3588-G5207-G444 ^ 1
1180 ^ G1752-G3588-G932-G2316 ^ 1
1181 ^ G1752-G4675 ^ 1
1182 ^ G1752-G5127 ^ 2
1183 ^ G1752-G5130 ^ 1
1184 ^ G1753 ^ 7
1185 ^ G1753-G4106 ^ 1
1186 ^ G1754 ^ 20
1187 ^ G1754-G3568 ^ 1
1188 ^ G1755 ^ 2
1189 ^ G1756 ^ 3
1190 ^ G1757 ^ 2
1191 ^ G1758 ^ 2
1192 ^ G1758-G3825 ^ 1
1193 ^ G1759 ^ 8
1194 ^ G176 ^ 1
1195 ^ G1760 ^ 3
1196 ^ G1761 ^ 4
1197 ^ G1762 ^ 5
1198 ^ G1763 ^ 11
1199 ^ G1764 ^ 7
1200 ^ G1765 ^ 2
1201 ^ G1766 ^ 10
1202 ^ G1767 ^ 1
1203 ^ G1768 ^ 4
1204 ^ G1769 ^ 1
1205 ^ G177 ^ 2
1206 ^ G1770 ^ 1
1207 ^ G1771 ^ 2
1208 ^ G1772 ^ 2
1209 ^ G1773 ^ 1
1210 ^ G1774 ^ 5
1211 ^ G1775 ^ 2
1212 ^ G1776 ^ 1
1213 ^ G1777 ^ 10
1214 ^ G1778 ^ 3
1215 ^ G1779 ^ 2
1216 ^ G178 ^ 2
1217 ^ G1780 ^ 2
1218 ^ G1781 ^ 14
1219 ^ G1781-G3427 ^ 1
1220 ^ G1781-G848-G32 ^ 2
1221 ^ G1782 ^ 9
1222 ^ G1782-G2532-G1782 ^ 2
1223 ^ G1783 ^ 2
1224 ^ G1784 ^ 5
1225 ^ G1785 ^ 70
1226 ^ G1786 ^ 1
1227 ^ G1787 ^ 2
1228 ^ G1788 ^ 9
1229 ^ G1789 ^ 1
1230 ^ G179 ^ 1
1231 ^ G1790 ^ 2
1232 ^ G1791 ^ 2
1233 ^ G1792 ^ 1
1234 ^ G1793 ^ 5
1235 ^ G1794 ^ 3
1236 ^ G1795 ^ 1
1237 ^ G1796 ^ 1
1238 ^ G1797 ^ 2
1239 ^ G1798 ^ 1
1240 ^ G1799 ^ 89
1241 ^ G1799-G4675 ^ 2
1242 ^ G1799-G846 ^ 4
1243 ^ G1799-G848 ^ 1
1244 ^ G18 ^ 101
1245 ^ G18-G1161 ^ 1
1246 ^ G180 ^ 1
1247 ^ G1800 ^ 1
1248 ^ G1801 ^ 1
1249 ^ G1802 ^ 3
1250 ^ G1803 ^ 10
1251 ^ G1804 ^ 1
1252 ^ G1805 ^ 4
1253 ^ G1806 ^ 8
1254 ^ G1806-G2248 ^ 1
1255 ^ G1806-G846 ^ 4
1256 ^ G1807 ^ 6
1257 ^ G1807-G846 ^ 2
1258 ^ G1808 ^ 2
1259 ^ G1809 ^ 1
1260 ^ G181 ^ 5
1261 ^ G1810 ^ 5
1262 ^ G1811 ^ 3
1263 ^ G1813 ^ 5
1264 ^ G1814 ^ 1
1265 ^ G1815 ^ 1
1266 ^ G1816 ^ 2
1267 ^ G1817 ^ 3
1268 ^ G1818 ^ 5
1269 ^ G1819 ^ 1
1270 ^ G182 ^ 1
1271 ^ G1820 ^ 2
1272 ^ G1821 ^ 9
1273 ^ G1821-G2756 ^ 1
1274 ^ G1821-G846 ^ 1
1275 ^ G1822 ^ 2
1276 ^ G1823 ^ 1
1277 ^ G1824 ^ 6
1278 ^ G1825 ^ 1
1279 ^ G1825-G4571 ^ 1
1280 ^ G1826 ^ 4
1281 ^ G1827 ^ 1
1282 ^ G1828 ^ 1
1283 ^ G183 ^ 1
1284 ^ G1830 ^ 1
1285 ^ G1831 ^ 217
1286 ^ G1831-G1411 ^ 1
1287 ^ G1831-G2112 ^ 1
1288 ^ G1831-G3361 ^ 1
1289 ^ G1831-G3778-G3056 ^ 1
1290 ^ G1831-G846-G3962 ^ 1
1291 ^ G1832 ^ 19
1292 ^ G1832-G3756 ^ 13
1293 ^ G1833 ^ 3
1294 ^ G1834 ^ 6
1295 ^ G1835 ^ 4
1296 ^ G1835-G1161 ^ 2
1297 ^ G1836 ^ 5
1298 ^ G1837 ^ 1
1299 ^ G1838 ^ 1
1300 ^ G1839 ^ 16
1301 ^ G1839-G2248 ^ 1
1302 ^ G184 ^ 1
1303 ^ G1840 ^ 1
1304 ^ G1841 ^ 3
1305 ^ G1842 ^ 1
1306 ^ G1843 ^ 11
1307 ^ G1844 ^ 1
1308 ^ G1845 ^ 1
1309 ^ G1846 ^ 1
1310 ^ G1846-G302 ^ 1
1311 ^ G1847 ^ 1
1312 ^ G1848 ^ 10
1313 ^ G1848-G846 ^ 1
1314 ^ G1849 ^ 102
1315 ^ G1849-G3754 ^ 1
1316 ^ G185 ^ 3
1317 ^ G1850 ^ 2
1318 ^ G1850-G3756 ^ 2
1319 ^ G1852-G846 ^ 1
1320 ^ G1854 ^ 64
1321 ^ G1854-G2532 ^ 1
1322 ^ G1855 ^ 10
1323 ^ G1855-G3303 ^ 1
1324 ^ G1856 ^ 2
1325 ^ G1857 ^ 3
1326 ^ G1858 ^ 1
1327 ^ G1859 ^ 27
1328 ^ G186 ^ 1
1329 ^ G1860 ^ 52
1330 ^ G1861 ^ 15
1331 ^ G1862 ^ 2
1332 ^ G1863 ^ 3
1333 ^ G1864 ^ 1
1334 ^ G1865 ^ 1
1335 ^ G1866 ^ 1
1336 ^ G1867 ^ 6
1337 ^ G1868 ^ 11
1338 ^ G1869 ^ 19
1339 ^ G187 ^ 1
1340 ^ G1870 ^ 10
1341 ^ G1870-G3568 ^ 1
1342 ^ G1871 ^ 1
1343 ^ G1872 ^ 4
1344 ^ G1873 ^ 1
1345 ^ G1874 ^ 1
1346 ^ G1875 ^ 3
1347 ^ G1876 ^ 1
1348 ^ G1877 ^ 3
1349 ^ G1878-G5209 ^ 1
1350 ^ G1879 ^ 2
1351 ^ G188 ^ 1
1352 ^ G1880 ^ 2
1353 ^ G1881 ^ 2
1354 ^ G1882 ^ 1
1355 ^ G1883 ^ 17
1356 ^ G1883-G846 ^ 3
1357 ^ G1884 ^ 3
1358 ^ G1885 ^ 2
1359 ^ G1886 ^ 1
1360 ^ G1887 ^ 17
1361 ^ G1888 ^ 1
1362 ^ G1889 ^ 3
1363 ^ G189 ^ 24
1364 ^ G1890 ^ 1
1365 ^ G1891 ^ 2
1366 ^ G1892 ^ 2
1367 ^ G1893 ^ 26
1368 ^ G1893-G686 ^ 1
1369 ^ G1894 ^ 10
1370 ^ G1895 ^ 1
1371 ^ G1896 ^ 1
1372 ^ G1896-G1909 ^ 1
1373 ^ G1897 ^ 1
1374 ^ G1898 ^ 1
1375 ^ G1899 ^ 16
1376 ^ G19 ^ 4
1377 ^ G190 ^ 91
1378 ^ G190-G3326 ^ 1
1379 ^ G1900 ^ 1
1380 ^ G1901 ^ 1
1381 ^ G1902 ^ 2
1382 ^ G1903 ^ 1
1383 ^ G1904 ^ 10
1384 ^ G1905 ^ 57
1385 ^ G1905-G3361 ^ 1
1386 ^ G1905-G846 ^ 1
1387 ^ G1906 ^ 1
1388 ^ G1907 ^ 5
1389 ^ G1908 ^ 3
1390 ^ G1909 ^ 830
1391 ^ G1909-G2129 ^ 2
1392 ^ G1909-G225 ^ 2
1393 ^ G1909-G2425 ^ 1
1394 ^ G1909-G3303 ^ 1
1395 ^ G1909-G3498 ^ 1
1396 ^ G1909-G3739 ^ 9
1397 ^ G1909-G3745 ^ 4
1398 ^ G1909-G3745-G3303 ^ 1
1399 ^ G1909-G3745-G5550 ^ 1
1400 ^ G1909-G4119 ^ 2
1401 ^ G1909-G4183 ^ 1
1402 ^ G1909-G5125 ^ 1
1403 ^ G1909-G5213 ^ 1
1404 ^ G1909-G5550 ^ 1
1405 ^ G1909-G749 ^ 1
1406 ^ G1909-G846 ^ 8
1407 ^ G191 ^ 430
1408 ^ G191-G1909-G2232 ^ 1
1409 ^ G191-G302 ^ 1
1410 ^ G191-G5100 ^ 1
1411 ^ G191-G846 ^ 1
1412 ^ G191-G917 ^ 2
1413 ^ G1910 ^ 5
1414 ^ G1910-G1519-G4143 ^ 1
1415 ^ G1911 ^ 17
1416 ^ G1911-G5495 ^ 1
1417 ^ G1912 ^ 3
1418 ^ G1913 ^ 1
1419 ^ G1913-G2424 ^ 1
1420 ^ G1913-G3972 ^ 1
1421 ^ G1914 ^ 3
1422 ^ G1915 ^ 4
1423 ^ G1916 ^ 1
1424 ^ G1917 ^ 2
1425 ^ G1917-G1096 ^ 1
1426 ^ G1917-G3195-G1510 ^ 1
1427 ^ G1918 ^ 1
1428 ^ G1919 ^ 7
1429 ^ G192 ^ 2
1430 ^ G1920 ^ 1
1431 ^ G1921 ^ 42
1432 ^ G1922 ^ 20
1433 ^ G1923 ^ 5
1434 ^ G1924 ^ 4
1435 ^ G1925 ^ 9
1436 ^ G1926 ^ 2
1437 ^ G1927 ^ 2
1438 ^ G1928 ^ 1
1439 ^ G1929 ^ 10
1440 ^ G1929-G5342 ^ 1
1441 ^ G193 ^ 1
1442 ^ G1930 ^ 1
1443 ^ G1931 ^ 1
1444 ^ G1932 ^ 2
1445 ^ G1933 ^ 5
1446 ^ G1934 ^ 14
1447 ^ G1935 ^ 1
1448 ^ G1936 ^ 4
1449 ^ G1937 ^ 16
1450 ^ G1939 ^ 38
1451 ^ G194 ^ 1
1452 ^ G1940 ^ 1
1453 ^ G1941 ^ 32
1454 ^ G1942 ^ 1
1455 ^ G1943 ^ 1
1456 ^ G1944 ^ 3
1457 ^ G1945 ^ 7
1458 ^ G1946 ^ 1
1459 ^ G1947 ^ 1
1460 ^ G1948 ^ 1
1461 ^ G1949 ^ 18
1462 ^ G1949-G3756 ^ 1
1463 ^ G195 ^ 1
1464 ^ G1950 ^ 7
1465 ^ G1950-G3361 ^ 1
1466 ^ G1951 ^ 2
1467 ^ G1952 ^ 1
1468 ^ G1953 ^ 1
1469 ^ G1954 ^ 1
1470 ^ G1955 ^ 1
1471 ^ G1956 ^ 2
1472 ^ G1957 ^ 1
1473 ^ G1959 ^ 3
1474 ^ G196 ^ 1
1475 ^ G1960 ^ 1
1476 ^ G1961 ^ 17
1477 ^ G1962 ^ 1
1478 ^ G1963 ^ 1
1479 ^ G1964 ^ 1
1480 ^ G1965 ^ 1
1481 ^ G1966 ^ 5
1482 ^ G1967 ^ 2
1483 ^ G1968 ^ 13
1484 ^ G1969 ^ 1
1485 ^ G197 ^ 3
1486 ^ G1971 ^ 8
1487 ^ G1972 ^ 2
1488 ^ G1973 ^ 1
1489 ^ G1974 ^ 1
1490 ^ G1975 ^ 1
1491 ^ G1976 ^ 1
1492 ^ G1977 ^ 2
1493 ^ G1978 ^ 2
1494 ^ G1979 ^ 1
1495 ^ G198 ^ 1
1496 ^ G198-G3844-G846 ^ 1
1497 ^ G1980 ^ 11
1498 ^ G1981 ^ 1
1499 ^ G1982 ^ 5
1500 ^ G1983 ^ 2
1501 ^ G1984 ^ 4
1502 ^ G1985 ^ 5
1503 ^ G1986 ^ 1
1504 ^ G1987 ^ 14
1505 ^ G1988 ^ 7
1506 ^ G1989 ^ 3
1507 ^ G199 ^ 5
1508 ^ G1990 ^ 1
1509 ^ G1991 ^ 4
1510 ^ G1992 ^ 23
1511 ^ G1992-G3303 ^ 1
1512 ^ G1993-G1163 ^ 1
1513 ^ G1994 ^ 37
1514 ^ G1994-G1211 ^ 1
1515 ^ G1994-G1909-G2398-G1829 ^ 1
1516 ^ G1995 ^ 1
1517 ^ G1996 ^ 5
1518 ^ G1996-G4675-G5043 ^ 2
1519 ^ G1997 ^ 1
1520 ^ G1997-G1438 ^ 1
1521 ^ G1998 ^ 1
1522 ^ G1999 ^ 1
1523 ^ G2 ^ 5
1524 ^ G20 ^ 5
1525 ^ G200 ^ 4
1526 ^ G2000 ^ 1
1527 ^ G2001 ^ 1
1528 ^ G2002 ^ 1
1529 ^ G2003 ^ 7
1530 ^ G2004 ^ 10
1531 ^ G2005 ^ 11
1532 ^ G2006 ^ 1
1533 ^ G2007 ^ 34
1534 ^ G2007-G3686 ^ 2
1535 ^ G2007-G4127 ^ 1
1536 ^ G2007-G5495 ^ 5
1537 ^ G2008 ^ 29
1538 ^ G2009 ^ 1
1539 ^ G201 ^ 1
1540 ^ G2010 ^ 18
1541 ^ G2010-G846 ^ 1
1542 ^ G2011 ^ 1
1543 ^ G2012 ^ 3
1544 ^ G2013 ^ 5
1545 ^ G2014 ^ 4
1546 ^ G2015 ^ 6
1547 ^ G2016 ^ 1
1548 ^ G2017-G4671 ^ 1
1549 ^ G2018 ^ 5
1550 ^ G2019 ^ 2
1551 ^ G2019-G3779 ^ 1
1552 ^ G202 ^ 4
1553 ^ G2020 ^ 2
1554 ^ G2021 ^ 3
1555 ^ G2022 ^ 1
1556 ^ G2023 ^ 4
1557 ^ G2023-G3767 ^ 1
1558 ^ G2024 ^ 2
1559 ^ G2025 ^ 2
1560 ^ G2026 ^ 8
1561 ^ G2027-G3588-G3491 ^ 1
1562 ^ G2028 ^ 1
1563 ^ G2029 ^ 2
1564 ^ G203 ^ 17
1565 ^ G2030 ^ 1
1566 ^ G2032 ^ 19
1567 ^ G2032-G2532 ^ 1
1568 ^ G2033 ^ 87
1569 ^ G2034 ^ 4
1570 ^ G2035 ^ 1
1571 ^ G2036 ^ 965
1572 ^ G2036-G1063 ^ 1
1573 ^ G2036-G2532 ^ 1
1574 ^ G2036-G2983 ^ 1
1575 ^ G2036-G302 ^ 1
1576 ^ G2036-G3754 ^ 1
1577 ^ G2036-G4671 ^ 1
1578 ^ G2036-G5599 ^ 1
1579 ^ G2036-G687-G1065 ^ 1
1580 ^ G2037 ^ 3
1581 ^ G2038 ^ 38
1582 ^ G2038-G3361 ^ 1
1583 ^ G2039 ^ 6
1584 ^ G204 ^ 1
1585 ^ G204-G3037 ^ 1
1586 ^ G2040 ^ 16
1587 ^ G2041 ^ 172
1588 ^ G2041-G1511 ^ 1
1589 ^ G2041-G3361 ^ 1
1590 ^ G2042 ^ 2
1591 ^ G2043 ^ 1
1592 ^ G2044 ^ 1
1593 ^ G2045 ^ 6
1594 ^ G2046 ^ 71
1595 ^ G2047 ^ 4
1596 ^ G2048 ^ 50
1597 ^ G2049 ^ 5
1598 ^ G205 ^ 1
1599 ^ G2050 ^ 3
1600 ^ G2051 ^ 1
1601 ^ G2052 ^ 6
1602 ^ G2053 ^ 2
1603 ^ G2054 ^ 9
1604 ^ G2055 ^ 1
1605 ^ G2056 ^ 2
1606 ^ G2057 ^ 1
1607 ^ G2058 ^ 2
1608 ^ G2059 ^ 4
1609 ^ G206 ^ 6
1610 ^ G2060 ^ 2
1611 ^ G2061 ^ 1
1612 ^ G2062 ^ 4
1613 ^ G2063 ^ 2
1614 ^ G2064 ^ 631
1615 ^ G2064-G1519-G5501 ^ 1
1616 ^ G2064-G1519-G557 ^ 1
1617 ^ G2064-G2532 ^ 2
1618 ^ G2064-G302 ^ 1
1619 ^ G2064-G4412 ^ 1
1620 ^ G2064-G4862 ^ 1
1621 ^ G2065 ^ 57
1622 ^ G2066 ^ 6
1623 ^ G2066-G2532 ^ 1
1624 ^ G2067 ^ 1
1625 ^ G2068 ^ 61
1626 ^ G2068-G302 ^ 1
1627 ^ G2068-G3361 ^ 3
1628 ^ G2069 ^ 1
1629 ^ G207 ^ 6
1630 ^ G2070 ^ 52
1631 ^ G2070-G2097 ^ 1
1632 ^ G2071 ^ 182
1633 ^ G2071-G1519 ^ 1
1634 ^ G2071-G235 ^ 1
1635 ^ G2071-G2532 ^ 1
1636 ^ G2071-G2980 ^ 1
1637 ^ G2071-G3756 ^ 1
1638 ^ G2071-G3982 ^ 1
1639 ^ G2072 ^ 2
1640 ^ G2073 ^ 3
1641 ^ G2074 ^ 3
1642 ^ G2075 ^ 91
1643 ^ G2075-G1097 ^ 1
1644 ^ G2076 ^ 866
1645 ^ G2076-G1110 ^ 1
1646 ^ G2076-G1537 ^ 1
1647 ^ G2076-G1563 ^ 1
1648 ^ G2076-G1722-G5213 ^ 1
1649 ^ G2076-G2192 ^ 1
1650 ^ G2076-G2521 ^ 1
1651 ^ G2076-G3063 ^ 1
1652 ^ G2076-G318 ^ 1
1653 ^ G2076-G3326 ^ 1
1654 ^ G2076-G3756 ^ 2
1655 ^ G2076-G3756-G4160 ^ 1
1656 ^ G2076-G3823 ^ 1
1657 ^ G2076-G4322 ^ 1
1658 ^ G2076-G4340 ^ 1
1659 ^ G2076-G551 ^ 1
1660 ^ G2076-G5624 ^ 1
1661 ^ G2076-G701 ^ 1
1662 ^ G2077 ^ 16
1663 ^ G2078 ^ 54
1664 ^ G208-G3588-G1785-G2316 ^ 1
1665 ^ G208-G3588-G3056-G2316 ^ 1
